"","Player","Pick","Age","ThreePM","ThreeP_Perc","FTM","FTA","FT_Perc","TOV","PF","ORB","DRB","RPG","APG","SPG","BPG","FGMForty","FGAForty","ThreePAForty","FTMForty","FTAForty","TOVForty","PFForty","ORBForty","DRBForty","REBForty","ASTForty","STLForty","BLKForty","PTSForty","TS_Perc","eFG_Perc","Total S _Perc","ORB_Perc","DRB_Perc","TRB_Perc","AST_Perc","TOV_Perc","STL_Perc","BLK_Perc","USG_Perc","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","WS","WS/48","BPM","VORP","AVG_Raptor","AVG_WAR"
"288","Taurean Prince",12,22,1.6,0.361,3.3,4.3,0.774,2.7,2.5,2.4,3.7,6.1,2.3,1.3,0.7,7.2,16.7,5.7,4.3,5.6,3.5,3.3,3.1,4.8,7.9,3,1.7,1,20.8,0.537,0.493,156.6,9.2,14.8,12,14.8,15.3,2.4,2.7,28.1,-3.9,1.2,109.7,101.5,8.2,346.2,19.8,5.2,0.03825,-1.95,0.2,-2.2,0.425
"289","Tyler Ulis",34,20,1.6,0.344,4.8,5.6,0.856,2,1.8,0.5,2.5,3,7,1.5,0.1,6,13.7,5,5.2,6.1,2.1,2,0.6,2.7,3.3,7.6,1.6,0.1,18.8,0.567,0.497,163.5,1.7,7.1,4.5,34,11.4,2.3,0.3,23.3,7.5,1.4,129.2,102.5,26.7,484.9,22.6,0.5,0.00266666666666667,-5.73333333333333,-1.1,13.3333333333333,-0.0333333333333333
"290","Tyrone Wallace",60,22,0.9,0.298,3.6,5.5,0.649,2.6,2.2,1,4.3,5.3,4.4,1,0.4,6.7,15.2,3.7,4.4,6.8,3.3,2.8,1.2,5.4,6.6,5.5,1.2,0.5,19,0.514,0.478,138.8,3.5,14,9,27.6,15.1,1.8,1.2,27.3,0.9,1.2,107.1,96.3,10.8,287,18.8,0.2,-0.0186666666666667,-6.2,-1.3,-3.36666666666667,-0.0333333333333333
"291","Wade Baldwin IV",17,20,1.2,0.406,4.7,5.9,0.799,2.8,2.6,0.4,3.6,4,5.2,1.2,0.3,5.4,12.6,4,6.2,7.7,3.6,3.4,0.5,4.8,5.3,6.9,1.6,0.4,18.6,0.571,0.492,163.2,1.5,11.7,7,33.7,18.2,2.3,1,25.3,2.4,1.5,112.8,96.7,16.1,348,19.7,-0.3,-0.00233333333333333,-4.63333333333333,-0.4,-8.2,-0.7
"292","Aleksandar Vezenkov",57,21,1.1,0.41,1.1,1.3,0.837,0.7,1.9,0.9,2.2,3.1,0.9,0.6,0.2,6.3,11.6,5.8,2.3,2.7,1.5,4,1.8,4.7,6.5,2,1.2,0.5,17.3,0.678,0.65,179.4,6.3,14.9,10.8,9.5,10.5,1.7,1.4,17.9,-0.4,1.5,130.1,107.8,22.3,415.5,17.7,NA,NA,NA,NA,NA,NA
"293","Alpha Kaba",60,21,0.5,0.289,2.1,3.3,0.643,2.1,2.9,3.2,5.1,8.3,0.6,1.3,0.9,6.5,13.2,2.7,3.6,5.5,3.5,4.9,5.3,8.5,13.9,1.1,2.2,1.5,17.3,0.556,0.524,142.6,15.3,26.3,20.6,5,18.3,3,3.8,21.3,-6.9,1.3,104.9,100.2,4.7,485.5,18,NA,NA,NA,NA,NA,NA
"294","Anzejs Pasecniks",25,21,0.2,0.444,1.2,2.1,0.558,0.7,2.2,1.1,1.9,3,0.3,0.3,0.7,7.5,11.4,0.9,2.9,5.3,1.9,5.5,2.9,4.7,7.6,0.7,0.7,1.7,18.3,0.668,0.676,166,9.6,15.4,12.5,2.8,12,1,4.6,18.3,-3.6,1.6,124.5,106.8,17.8,251,17.2,0.3,0.038,-6.2,-0.5,-34.1,-0.15
"295","Frank Ntilikina",8,18,0.7,0.375,0.7,1.1,0.641,1,2.2,0.9,1.3,2.1,1.7,0.8,0.2,4.6,10.2,3.9,1.4,2.2,2.2,4.7,1.8,2.7,4.5,3.5,1.6,0.4,12,0.539,0.521,146.4,6,8.6,7.3,14.9,16.2,2.2,1.1,16.4,0.4,1.2,107.1,104.6,2.5,238.2,11.2,-0.6,-0.007,-4.6,-2.6,-1.175,0.25
"296","Isaiah Hartenstein",43,19,0.2,0.267,0.9,1.3,0.711,1.1,2.1,0.8,2.3,3.1,0.6,0.8,0.5,5.3,10.9,3.1,3.3,4.7,3.7,7.6,2.8,8,10.8,2.1,2.7,1.7,14.8,0.569,0.524,146.3,10.3,28.1,19.4,8.1,22.4,3.8,5.1,20.8,-6.2,1.4,101.4,84.8,16.5,120.6,15.2,2.9,0.149,-1.7,0.1,-1.1,0.2
"297","Jonah Bolden",36,21,1.7,0.405,1.6,2.6,0.602,1.9,3,2.5,4.5,7,1.6,1.3,0.9,6.9,14.3,6.2,2.3,3.8,2.7,4.3,3.7,6.6,10.3,2.3,1.9,1.4,18.5,0.58,0.568,148.7,11.6,21.8,16.6,11,14.6,2.6,3.8,21.4,-3,1.3,111.4,101.3,10.2,427.6,18.2,1.4,0.098,-1.3,0.1,-5.2,-0.1
"298","Mathias Lessort",50,21,0,0.4,2,3.2,0.622,1.9,2.8,2.8,4.1,6.9,0.6,0.7,1.1,7.2,12.1,0.2,3.6,5.8,3.5,5.1,5,7.4,12.4,1.1,1.2,2,18.1,0.617,0.597,161.7,16.2,24.2,20.2,5,19.3,1.7,5,22.1,-7.2,1.5,112.2,102.4,9.8,504,19.5,NA,NA,NA,NA,NA,NA
"299","Ognjen Jaramaz",58,21,1.2,0.275,3,4.1,0.739,2.1,2.4,0.8,2.1,2.9,3.5,1.1,0.1,5.5,14.6,6.1,4.2,5.8,2.9,3.4,1.2,2.9,4.1,4.9,1.5,0.1,17,0.498,0.438,139.4,3.4,9,6.1,21.9,14.5,2,0.3,22.3,0.9,1.2,104.3,109.7,-5.4,349.5,11.8,NA,NA,NA,NA,NA,NA
"300","Vlatko Cancar",49,20,0.8,0.34,1.2,1.7,0.736,1.5,3.4,1,2.4,3.4,1.6,0.8,0.5,5.3,11.4,4.8,2.5,3.3,2.9,6.8,2.1,4.7,6.8,3.3,1.5,1,14.8,0.573,0.539,154.3,5.9,14.6,10.1,15.3,18.5,2,2.4,17.6,-1.9,1.3,107.9,106.2,1.7,216,12.8,0.1,0.033,-3.5,-0.1,-5.4,-0.15
"301","Alec Peters",54,22,2,0.362,5.9,6.7,0.887,2.4,2.2,2.6,7.6,10.1,2.2,0.8,0.4,8.6,18.4,6.3,6.8,7.6,2.8,2.5,2.9,8.6,11.5,2.5,0.9,0.4,26.1,0.594,0.528,171.5,8.5,22.7,16,14.5,11.2,1.3,1.2,30.6,-2.7,1.4,121.2,94.8,26.4,475.5,27,0.3,0.055,-2.8,0,0.4,0.4
"302","Bam Adebayo",14,19,0,0,4.1,6.2,0.653,1.7,2.6,3.1,4.9,8,0.8,0.7,1.5,5.9,9.9,0,5.4,8.2,2.2,3.5,4.1,6.5,10.6,1.1,0.9,2,17.2,0.624,0.599,125.1,11.2,17.2,14.2,4.7,13.9,1.2,4.9,18.5,-3.5,1.7,123.8,95,28.8,451.5,20.5,26.3,0.173,2.7,8.6,1.025,3.825
"303","Caleb Swanigan",26,20,1.1,0.447,4.7,6,0.781,3.4,2.8,2.7,9.7,12.5,3,0.4,0.8,7.8,14.8,3,5.8,7.4,4.1,3.4,3.4,11.9,15.3,3.7,0.5,1,22.7,0.62,0.572,175.5,10.7,32.7,22.5,18.7,18.5,0.8,2.5,28.1,-4.2,1.5,116.1,91.7,24.4,585,25,-0.2,-0.015,-6.2,-0.7,-6.66666666666667,-0.433333333333333
"304","D.J. Wilson",17,21,1.1,0.373,1.3,1.6,0.833,1.1,1.9,1.5,3.8,5.3,1.3,0.5,1.5,5.7,10.6,3.8,1.7,2.1,1.5,2.5,2,5.1,7,1.7,0.7,2,14.5,0.628,0.605,174.4,6.7,16.4,11.6,8.5,11.2,1,5.2,18.3,-0.8,1.4,124.1,102.1,22.1,382.2,19.6,2.3,0.071,-2.9,-0.4,-5.35,-0.125
"305","Damyean Dotson",44,23,3.4,0.443,1.4,1.7,0.83,1,1.7,1.5,5.4,6.9,1.1,0.9,0.2,7.4,15.7,8.9,1.6,1.9,1.2,1.9,1.8,6.3,8.1,1.3,1.1,0.2,20.3,0.611,0.595,174.3,5,18.2,11.5,6.9,6.8,1.6,0.6,23.1,-0.9,1.3,127,97.3,29.7,402.9,22.8,3.2,0.039,-2.5,-0.5,-1.75,0.375
"306","Davon Reed",32,22,2.4,0.397,2.7,3.3,0.833,2,1.6,0.8,3.9,4.8,2.4,1.3,0.5,5.5,12.8,6.8,3.1,3.7,2.3,1.8,1,4.5,5.4,2.7,1.5,0.5,16.9,0.58,0.539,166.3,2.9,13.1,8.1,14.4,13.7,2.3,1.5,22.2,-1.3,1.3,116,99.4,16.6,343,18.8,-0.2,-0.039,-6.3,-0.3,-5.75,-0.35
"307","De'Aaron Fox",5,19,0.5,0.246,4.3,5.9,0.736,2.4,2.5,0.6,3.4,4,4.6,1.5,0.2,8,16.8,2.6,5.9,8,3.3,3.4,0.8,4.6,5.4,6.2,2,0.3,22.6,0.549,0.498,146.1,2.1,12.2,7.2,28.1,13.7,2.7,0.7,27.4,2,1.3,113.7,96,17.7,391.8,21.5,12.7,0.076,0.1,4.4,-0.575,2.125
"308","Dennis Smith",9,19,1.7,0.359,4.5,6.2,0.715,3.4,2.1,0.8,3.8,4.6,6.2,1.9,0.4,6.9,15.1,5.5,5.1,7.2,3.9,2.4,0.9,4.3,5.2,7.1,2.2,0.5,20.8,0.563,0.52,152.9,2.7,11.5,7.3,34.2,17.3,3.1,1.2,27.2,2,1.4,112.3,108,4.3,437.5,21.9,-1,-0.01,-2.4,-0.5,-3.025,-0.625
"309","Derrick White",29,22,1.7,0.396,4.4,5.4,0.813,2.4,2.1,1,3.1,4.1,4.4,1.2,1.4,7.3,14.5,5.2,5.3,6.5,2.9,2.6,1.3,3.7,5,5.3,1.5,1.8,22,0.627,0.578,171.6,3.5,10.5,7,28.6,14.2,2.2,4.9,25.3,1.6,1.5,124.9,103,21.9,478.2,25.5,9.4,0.103,0.9,3.2,4.05,3.225
"310","Dillon Brooks",45,21,1.6,0.401,2.7,3.6,0.754,2.1,2.8,1,2.2,3.2,2.7,1.1,0.5,9.3,19.1,6.4,4.3,5.7,3.3,4.4,1.6,3.5,5.1,4.3,1.7,0.7,25.5,0.585,0.556,164.4,4.9,9.6,7.4,22.6,13,2.5,2,31.6,-1,1.3,116.4,97.5,18.9,322.2,24.2,3.2,0.025,-4.2,-3.4,-2.3,0.95
"311","Donovan Mitchell",13,20,2.4,0.354,2.6,3.2,0.806,1.6,2.6,1.1,3.8,4.9,2.7,2.1,0.5,6.6,16.2,8.2,3.2,3.9,2,3.2,1.3,4.7,6,3.4,2.6,0.6,19.3,0.534,0.498,156.7,3.7,12.9,8.3,16,10.2,3.7,1.7,24.6,0.6,1.2,116.4,93.2,23.2,368.5,20.8,21.9,0.113,1.8,9.1,1.775,5.35
"312","Dwayne Bacon",40,21,1.6,0.333,3,3.9,0.754,2,1.6,1,3.2,4.2,1.7,1,0.1,8.8,19.4,6.8,4.1,5.5,2.8,2.2,1.4,4.4,5.8,2.4,1.4,0.2,23.9,0.544,0.51,153.9,4,11.9,8.1,11.6,11.4,1.9,0.4,29.4,-2.9,1.2,110.5,102.4,8.1,305,19.9,0.6,0.008,-5.2,-2.8,-4.425,-0.625
"313","Edmond Sumner",52,21,0.5,0.273,4.5,6.2,0.735,2.6,2.3,0.5,3.7,4.2,4.8,1.2,0.7,5.8,12.1,2.5,5.7,7.8,3.3,2.9,0.6,4.6,5.3,6,1.5,0.9,18,0.57,0.507,148.7,1.8,13.6,7.6,30.2,17.4,2.2,2.7,23.4,1.7,1.5,114.2,98.8,15.4,241,19.6,1.3,0.052,-3.3,-0.4,-0.575,-0.075
"314","Frank Jackson",31,19,1.4,0.395,2.1,2.8,0.755,1.4,2.4,0.6,1.9,2.5,1.7,0.6,0.1,5.9,12.6,5.8,3.4,4.6,2.2,3.8,1,3,4,2.7,0.9,0.1,17.6,0.598,0.564,162.4,3.1,8.2,5.8,12.7,12.9,1.3,0.2,21.1,-0.9,1.4,118.8,105.5,13.4,209.8,16.1,1.1,0.022,-4.7,-1.6,-5,-0.8
"315","Frank Mason",34,23,2.3,0.471,5.2,6.6,0.794,2.4,2,0.6,3.6,4.2,5.2,1.3,0.1,7.4,15.1,5.4,5.8,7.3,2.6,2.2,0.7,3.9,4.6,5.8,1.4,0.1,23.2,0.622,0.573,175.5,2,10.5,6.4,26.1,12.4,2,0.2,25.6,2.9,1.5,128.7,102.7,26,526.2,24.1,1.2,0.035,-2.7,-0.3,-4.525,-0.05
"316","Harry Giles",20,19,0,0,0.5,0.9,0.5,0.7,2.2,1.6,2.3,3.8,0.3,0.3,0.7,6,10.4,0,1.6,3.2,2.4,7.7,5.5,7.9,13.3,1.2,1.2,2.3,13.6,0.57,0.577,107.7,16.3,22.1,19.3,5.9,16.8,1.7,5.2,18.2,-4.1,1.3,114.8,100.9,13.9,107.8,18.8,2.9,0.079,-2.6,-0.3,-5.1,-0.666666666666667
"317","Ike Anigbogu",47,18,0,0,0.8,1.5,0.535,0.8,2.5,1.4,2.6,4,0.2,0.2,1.2,6,10.7,0,2.4,4.6,2.5,7.6,4.4,8.1,12.4,0.6,0.5,3.7,14.5,0.564,0.564,109.9,13,20,16.8,2.4,16.5,0.7,8.8,18.6,-5.1,1.4,108.7,98,10.7,129.1,16.4,0,0.057,-1.1,0,-32.9,-0.2
"318","Ivan Rabb",35,20,0.3,0.4,4,6,0.663,2.2,3.1,3,7.4,10.5,1.5,0.7,1,6,12.3,0.8,4.9,7.4,2.6,3.8,3.7,9.1,12.8,1.9,0.8,1.2,17.2,0.541,0.497,154.7,10.8,25.5,18.3,10.8,14.3,1.3,3.2,23.9,-3.7,1.4,109.9,90.7,19.2,381.4,20.7,3.2,0.125,-1.7,0.1,-4.25,-0.55
"319","Jabari Bird",56,22,2.4,0.363,1.6,2,0.764,1.9,1.9,1,3.7,4.7,1,0.7,0.2,6.5,14.8,8.3,1.9,2.5,2.3,2.4,1.2,4.7,5.9,1.3,0.8,0.3,17.9,0.561,0.541,156.6,3.5,13.4,8.5,7.5,12.7,1.3,0.8,23.8,-3.9,1.2,108.6,97.7,10.9,204.9,16,0.2,0.098,-3.1,0,-5.5,-0.2
"320","Jaron Blossomgame",59,23,0.7,0.255,3.6,5.1,0.714,1.7,1.6,1.8,4.5,6.3,1.5,0.8,0.9,7.8,15.6,3.3,4.2,5.9,2,1.9,2.1,5.2,7.3,1.8,1,1.1,20.6,0.561,0.526,146.8,5.9,15.5,10.6,9.7,9.7,1.4,2.9,25.9,-2,1.3,115.8,106,9.8,385.8,21.8,0.3,0.03,-3.8,-0.2,-1.9,0.2
"321","Jarrett Allen",22,19,0,0,2.5,4.5,0.564,2.5,2.1,3,5.4,8.4,0.8,0.6,1.5,6.8,11.9,0.3,3.2,5.6,3.2,2.6,3.8,6.7,10.5,1,0.7,1.9,16.7,0.571,0.566,113,11,18.9,15,5.5,17.8,1.1,5,22.6,-6.4,1.4,104.8,99,5.8,360.6,19,25.1,0.181,1.4,5.8,-0.525,1.375
"322","Jawun Evans",39,20,1.1,0.379,4.8,6,0.812,2.8,2.3,0.8,2.7,3.4,6.4,1.8,0.1,9,20.6,4.1,6.6,8.2,3.8,3.2,1,3.7,4.7,8.7,2.4,0.2,26.2,0.535,0.475,162.8,2.9,10.8,6.8,43.4,13.6,3.4,0.5,32.8,4.7,1.3,118.9,107.5,11.4,406.4,25.9,-0.4,-0.022,-5.4,-0.7,-4.3,0.2
"323","Jayson Tatum",3,19,1.4,0.342,4.1,4.8,0.849,2.6,3,1.3,6,7.3,2.1,1.3,1.1,6.8,15.2,4.8,4.9,5.8,3.1,3.6,1.6,7.2,8.8,2.6,1.6,1.4,20.2,0.565,0.505,164.2,4.9,19.8,12.8,12.6,15,2.3,3.2,26.6,-3.6,1.3,111.5,99.8,11.7,345.9,21.2,23.8,0.128,2,9,2.6,6.725
"324","John Collins",19,19,0,0,5,6.7,0.745,1.8,3,3.8,6.1,9.8,0.5,0.6,1.6,10.7,17.1,0,7.5,10,2.8,4.5,5.6,9.1,14.8,0.8,1,2.4,28.8,0.658,0.622,136.8,16.5,25.7,21.2,4.5,11.3,1.3,6.6,29.9,-5.5,1.7,129.6,103.8,25.8,521.5,33.4,21.6,0.162,1.3,5.4,1.2,2.975
"325","Jonathan Isaac",6,19,1,0.348,2.9,3.7,0.78,1.5,2.2,1.8,6.1,7.8,1.2,1.2,1.5,6.2,12.2,4.2,4.4,5.6,2.3,3.3,2.7,9.3,12,1.8,1.8,2.3,18.3,0.614,0.568,163.6,7.6,25.6,16.8,7.7,13.3,2.4,6.2,20.3,-2.7,1.5,122.4,95.1,27.2,389,23.4,6.7,0.091,0.2,2,0.666666666666667,2.3
"326","Jordan Bell",38,22,0.1,0.214,2.1,3,0.701,1.9,1.7,2.9,5.9,8.8,1.8,1.3,2.3,6.1,9.6,0.5,2.9,4.2,2.7,2.4,4,8.2,12.2,2.5,1.7,3.1,15.2,0.658,0.641,155.1,12.4,22.3,17.7,11.4,18.8,2.5,8.5,18,-2.6,1.6,123.9,88.2,35.7,563.9,24.6,4.8,0.122,0.3,1.1,-3.55,0.625
"327","Josh Hart",30,22,2.1,0.404,3.5,4.7,0.747,2,2.2,1.4,5,6.4,2.9,1.6,0.3,7.9,15.5,6.1,4.3,5.7,2.4,2.7,1.7,6,7.7,3.6,1.9,0.3,22.6,0.619,0.59,166.1,5.9,17.5,12.2,18.8,11.5,2.9,1,27.8,0,1.5,125.3,93.6,31.6,507.8,26.8,11.2,0.086,-0.8,1.9,0.85,2.7
"328","Josh Jackson",4,20,1,0.378,2.8,4.9,0.566,2.8,3,2.3,5.1,7.4,3,1.7,1.1,8.2,15.9,3.3,3.6,6.4,3.6,3.9,3,6.6,9.6,3.9,2.2,1.4,21.2,0.559,0.552,145.7,8.7,17.4,13.3,18,15.9,3.1,3.5,27.2,-2.5,1.3,111.1,95.1,16,450.1,22.9,-1.6,-0.014,-3.8,-2.5,-1.1,0.075
"329","Justin Jackson",15,22,2.6,0.37,2.5,3.3,0.748,1.7,1.4,1.4,3.2,4.7,2.8,0.8,0.2,8.2,18.6,8.9,3.1,4.1,2.2,1.7,1.8,4,5.8,3.5,1,0.3,22.8,0.555,0.531,156.1,4.8,10.8,7.8,15.8,9.5,1.3,0.8,25.7,0.5,1.2,121.4,101.3,20.1,445.4,20.2,5.3,0.054,-2.8,-0.9,-3.375,-0.2
"330","Justin Patton",16,20,0.2,0.533,1.3,2.5,0.517,1.7,2.7,1.7,4.5,6.2,1.2,0.9,1.4,9,13.4,0.7,2,3.9,2.7,4.3,2.7,7.2,9.9,1.9,1.4,2.3,20.5,0.671,0.689,172.6,8,19.2,13.9,8.5,15.1,1.9,5.9,22,-3.5,1.5,119.8,95.5,24.3,389.6,23.6,0.4,0.073,-2.6,0,-3.2,-0.1
"331","Kadeem Allen",53,24,0.9,0.427,2.5,3.4,0.741,1.9,2.4,0.4,3.7,4,3,1.6,0.6,4.2,9.3,2.9,3.4,4.5,2.5,3.3,0.5,4.9,5.4,4,2.1,0.8,13,0.57,0.521,162.1,1.5,13.7,8.1,17.8,18.3,3.1,2.3,18.1,0.2,1.4,111.2,95.3,15.9,285.8,15.9,1,0.075,-1,0.2,-1.13333333333333,0.266666666666667
"332","Kyle Kuzma",27,21,0.9,0.321,2.9,4.4,0.669,2.1,1.6,2.8,6.6,9.3,2.4,0.6,0.5,8.1,16.2,3.8,3.8,5.7,2.8,2.1,3.6,8.5,12.1,3.2,0.8,0.6,21.3,0.565,0.542,149.5,11.2,22.8,17.4,14.9,12.8,1.1,1.6,26.9,-1.6,1.3,116.1,95.7,20.4,399.1,23.7,11.2,0.07,-1.4,1.1,-2.225,0.8
"333","Lauri Markkanen",7,20,1.9,0.423,3.7,4.4,0.835,1.1,2,2.4,4.8,7.2,0.9,0.4,0.5,6.5,13.2,5.7,4.8,5.8,1.4,2.6,3.1,6.2,9.3,1.1,0.5,0.7,20.2,0.635,0.584,175.1,10,17.5,14,5.6,8.1,0.8,1.8,22.5,-1.7,1.5,134.1,99.1,35,443.5,23.5,10.7,0.084,-0.3,2.6,-1.275,1.25
"334","Lonzo Ball",2,19,2.2,0.412,1.8,2.7,0.673,2.5,1.8,0.9,5.1,6,7.6,1.8,0.8,6,10.9,6.1,2.1,3.1,2.8,2.1,1,5.8,6.8,8.7,2.1,0.9,16.6,0.673,0.668,163.7,3.2,14.4,9.3,31.4,18.6,2.8,2.1,18.1,7,1.5,131.5,99.9,31.6,646.8,23.2,8.6,0.063,0.7,4.4,0.55,2.45
"335","Luke Kennard",12,20,2.4,0.438,4.3,5.1,0.856,1.6,2.2,1.2,3.9,5.1,2.5,0.8,0.4,7.2,14.7,6.1,4.9,5.7,1.8,2.5,1.3,4.4,5.7,2.8,0.9,0.4,22,0.63,0.581,178.3,3.9,12,8.2,13.6,9.3,1.3,0.9,24,0.1,1.5,130.8,103.2,27.6,475.1,23,9.2,0.093,-0.7,1.5,-2.125,0.575
"336","Malik Monk",11,19,2.7,0.397,3.9,4.7,0.822,2,1.9,0.3,2.2,2.5,2.3,0.9,0.5,8.2,18.3,8.6,4.9,5.9,2.5,2.4,0.4,2.7,3.1,2.9,1.2,0.6,24.8,0.586,0.543,166.9,1.1,7.2,4.2,13.3,10.6,1.6,1.5,27.2,-1.4,1.4,118.3,99.9,18.4,372.2,20.3,2.1,0.025,-2.6,-0.6,-4.2,-0.875
"337","Markelle Fultz",1,19,2.1,0.413,4.4,6.7,0.649,3.2,2.5,1.3,4.4,5.7,5.9,1.6,1.2,9.4,19.7,5.7,4.9,7.5,3.6,2.8,1.5,4.9,6.4,6.6,1.7,1.3,26,0.558,0.535,153.8,3.9,13.6,8.7,34.3,13.4,2.4,3.1,31,2,1.3,117,108,9,407.8,26.1,3.2,0.052,-2.2,-0.2,-3.675,6.93889390390723e-18
"338","Monte Morris",51,21,1.5,0.378,2.5,3.2,0.802,1.2,1.5,1.1,3.7,4.8,6.2,1.5,0.3,7,15,4.6,2.9,3.6,1.4,1.6,1.3,4.2,5.5,7,1.7,0.3,18.6,0.555,0.523,164.4,3.7,11.3,7.6,32,7.5,2.4,0.8,22.8,8.2,1.2,126.2,102,24.2,533.9,23.3,12.7,0.129,0.4,2.8,1.975,1.8
"339","Nigel Williams-Goss",55,22,1.1,0.368,4.1,4.8,0.867,2.2,1.6,0.6,5.4,6,4.7,1.7,0.1,7.1,14.6,3.8,5.1,5.8,2.6,1.9,0.7,6.6,7.3,5.8,2.1,0.1,20.6,0.594,0.533,172.1,2.2,15.6,9.8,25.8,13.2,2.9,0.2,24.7,3,1.4,122.1,86,36.1,542.1,24,0,0.017,-3.9,0,-2.6,0
"340","Ogugua Anunoby",23,19,0.9,0.311,1.7,3,0.562,1.6,2.1,1.8,3.7,5.4,1.4,1.3,1.3,6.8,12.1,4.5,2.7,4.8,2.6,3.3,2.8,5.9,8.7,2.3,2.1,2.1,17.6,0.611,0.615,143.1,8.6,15.7,12.4,10.4,15.2,3,5.3,20.3,-2.6,1.5,120.1,95.9,24.2,162.2,21.9,13.1,0.103,-0.2,2.7,-0.175,2.175
"341","Semi Ojeleye",37,22,2.1,0.424,4.9,6.3,0.785,1.4,1.8,2.3,4.6,6.9,1.5,0.4,0.4,7,14.4,5.8,5.8,7.3,1.7,2.1,2.7,5.4,8,1.8,0.5,0.5,22.3,0.621,0.572,169.7,8.4,15,11.9,9.3,8.5,0.8,1.6,25.9,-1.3,1.5,131.9,97,34.8,460.6,24.9,4.9,0.066,-3.3,-1.1,-2.6,-0.225
"342","Sindarius Thornwell",48,22,1.9,0.392,6.9,8.4,0.83,2.5,2.3,2.5,4.6,7.1,2.8,2.1,1,7.4,16.7,5.6,8.2,9.8,2.9,2.7,2.9,5.5,8.4,3.3,2.5,1.1,25.2,0.59,0.51,166.6,8.2,16.1,12,19.1,11.9,3.6,3.4,29.5,-1.8,1.5,122.9,88.2,34.7,492.1,28.6,1,0.031,-3,-0.4,0.7,0.325
"343","Sterling Brown",46,22,1.7,0.449,2.5,3.1,0.791,1.9,2.6,1.6,4.9,6.5,3,1.4,0.5,5.6,12.3,4.8,3,3.8,2.4,3.2,1.9,6,7.9,3.7,1.7,0.7,16.4,0.583,0.546,169.8,6,16.9,11.8,17.9,14.4,2.7,2.2,21.8,0.2,1.3,120,91.2,28.8,410,20.7,6,0.075,-2,0,-2.075,0.225
"344","T.J. Leaf",18,20,0.8,0.466,2.1,3,0.679,1.5,2.5,2.2,6,8.2,2.4,0.6,1.1,9,14.5,2.2,2.7,4,2,3.4,3,8,11,3.2,0.8,1.5,21.7,0.66,0.652,176.2,9.1,19.7,15,13.1,10.8,1.1,3.5,22,0.4,1.5,131.1,100.5,30.6,527.8,25,2.7,0.107,-1.8,0.1,-0.666666666666667,0.4
"345","Thomas Bryant",42,19,0.7,0.383,3.2,4.4,0.73,2.3,3.1,2.2,4.4,6.6,1.5,0.8,1.5,6.2,11.9,2.5,4.5,6.2,3.3,4.4,3.2,6.3,9.5,2.1,1.1,2.2,17.9,0.601,0.56,163.2,9.8,17.2,13.7,9.8,18,1.6,5.7,22.2,-4.7,1.5,115.4,101,14.4,344.2,20.3,10.5,0.168,1.8,2.8,-2.725,0.55
"346","Tony Bradley",28,19,0,0,1.7,2.8,0.619,0.7,1.8,2.6,2.6,5.1,0.6,0.3,0.6,7.4,12.9,0,4.7,7.6,1.8,5,7.1,7,14.1,1.7,0.7,1.6,19.5,0.59,0.573,119.2,18.8,19,18.9,7.2,9.9,1,4.4,20.8,-1.7,1.5,129.1,96.7,32.4,262.4,24.4,5.4,0.215,1,0.9,0.25,0.55
"347","Tyler Dorsey",41,21,2.3,0.423,2.7,3.6,0.755,1.5,1.5,0.8,2.6,3.5,1.7,0.8,0.1,6.5,13.9,7.1,3.6,4.8,2,2,1.1,3.5,4.6,2.3,1,0.1,19.5,0.606,0.575,164.5,3.5,9.5,6.7,10.7,11.1,1.5,0.4,22.9,-1.2,1.4,121.1,100.5,20.7,338.1,18.6,1,0.03,-3.1,-0.5,-3.3,-0.2
"348","Tyler Lydon",24,21,1.4,0.392,2.9,3.4,0.836,1.7,2.5,2.3,6.3,8.6,2.1,1,1.4,4.9,10.4,4.1,3.2,3.8,1.9,2.7,2.6,7,9.6,2.3,1.1,1.6,14.6,0.597,0.548,170,7.7,19.2,13.7,10.8,13.6,1.7,4.7,18,-1,1.4,121.3,101.8,19.5,457.8,19.2,0.2,0.084,-4.3,-0.1,-11.45,-0.1
"349","Wesley Iwundu",33,22,0.9,0.376,3.5,4.5,0.767,2.3,1.8,1,5.3,6.3,3.5,1,0.3,5.5,11.4,3.1,4.4,5.8,3,2.3,1.3,6.7,8.1,4.4,1.3,0.4,16.6,0.585,0.532,162.5,4.1,20,12.3,22.9,17.2,1.9,1.2,22.3,0,1.5,113.6,99,14.6,391.1,19.1,4.3,0.056,-3.7,-1.5,-3.225,0.15
"350","Zach Collins",10,19,0.3,0.476,2.8,3.8,0.743,1.5,2.7,1.7,4.2,5.9,0.4,0.5,1.8,8.1,12.4,1.3,6.6,8.8,3.6,6.3,3.9,9.8,13.7,1,1.1,4.1,23.3,0.703,0.676,187.2,12,23.3,18.4,4.5,17.8,1.5,9.9,24.9,-7.3,1.9,125.2,79,46.2,357.8,29,3.9,0.069,-2.6,-0.4,-2.3,-0.1
